From	To
Q9BYD3	51073
P45880	7417
Q9P2F9	57567
Q96EY5	93343
Q9BZH6	55717
Q9UQ35	23524
Q9UKT9	22806
P61952	2791
Q9NQ89	57102
Q9H1Y0	9474
Q6PID6	23548
Q9UQ90	6687
P55201	7862
P19075	7103
Q96MS0	64221
P0C0L5	100293534
P0C0L5	721
Q9H6B4	79827
Q9NXL6	54847
P51580	7172
Q96CK0	115950
Q96BM9	127829
Q9NU22	23195
Q8TE54	115111
P18850	22926
Q96M27	133619
Q9NRR4	29102
P51571	6748
Q5BKX5	284325
O75192	8800
O15217	2941
O60683	5192
Q8NEM0	79648
Q8TD57	55567
P35998	5701
Q6ZNQ3	100130742
Q8IZL2	84441
Q9Y6A2	10858
Q5I0X7	130502
P51671	6356
Q8NFF2	123041
Q9NT68	57451
O43557	8740
Q9GZY0	56001
Q9GZY0	728343
O75323	2631
P15515	3346
Q96KR4	89782
Q2M2Z5	55857
Q8NI29	126433
Q9BYW2	29072
Q9P1U1	57180
A0A087WWA1	110117498
Q9Y5W9	29916
Q13616	8454
Q9NPA2	64386
P02042	3045
Q6UWL2	64420
O14561	4706
Q6ZN04	84206
Q0P6D6	80071
Q15406	2649
P02775	5473
P31270	3207
Q9HBL8	57407
Q8N474	6422
O43361	388567
Q7Z698	200734
Q3KNW5	345274
Q9NWF4	55065
Q9NPF2	50515
O60921	3364
Q15654	7205
Q63HM1	125061
Q8TDF5	81832
Q99935	58503
Q5JQC4	100507170
Q5JQC4	255313
Q5JQC4	653282
Q5JQC4	728036
Q5JQC4	728042
Q5JQC4	728049
Q5JQC4	728062
Q5JQC4	728072
Q5JQC4	728075
Q5JQC4	728082
Q5JQC4	728090
Q5JQC4	728096
Q86WT6	140691
Q3B8N5	283571
Q8WXD9	57524
O60869	8721
Q15697	7727
Q15506	53340
Q6UX40	84314
Q7RTX9	151473
Q9UN76	11254
Q32M88	80162
Q9Y282	51614
Q9NS15	4054
Q9Y653	9289
P22748	762
Q92667	8165
Q14244	9053
Q9H7V2	79953
Q9P2S6	51281
P13533	4624
Q92889	2072
P12931	6714
P17676	1051
Q96C24	94121
P78549	4913
Q6P1L5	150864
P42694	9931
Q9H4A6	64083
P54132	641
Q8N309	254050
Q9Y3M9	26152
Q96MC6	64645
P78358	1485
P78358	246100
P04899	2771
P19827	3697
A8MYP8	440836
O14924	6002
Q13510	427
Q9H939	9050
O14523	9854
Q8NFQ8	163590
P19971	1890
P48378	5990
Q4G0M1	151176
P50440	2628
Q9Y4K3	7189
O60248	6665
Q8NG84	391191
O94808	9945
Q8WWH5	142940
Q9H6D3	55113
A1L190	644186
O75616	26284
Q8NGF1	119695
Q6V1P9	54798
Q7Z402	79905
Q96J86	116159
P01112	3265
Q96JS3	84547
Q96AY4	23331
Q6UVJ0	163786
Q86WT1	92104
Q6UWU4	221477
Q04743	2018
Q8TCC3	51263
Q8NAC3	84818
A1L157	441631
P10746	7390
Q6L8H4	387264
Q8NEZ2	137492
Q8NGA0	125962
Q9BU70	51531
Q6NUN0	54988
Q5T5M9	54619
Q9NQ29	55692
A8MYV0	728597
P07384	823
P51452	1845
Q8N6T3	55738
Q13956	5149
O15105	4092
O15522	26257
Q99569	8502
P24390	10945
Q3LI70	337973
Q8TBN0	5866
O94903	11212
Q8NGG3	390154
Q99878	8331
Q96A33	57003
Q9BUY7	90141
Q86WK7	386724
Q96SI9	55342
P35218	763
O94901	23353
Q495B1	348094
Q7L0X2	131831
Q9BZQ8	116496
Q99626	1045
Q8TBC3	92799
Q96PV6	114823
P60484	5728
Q3ZCT8	166348
P99999	54205
Q8TDI8	117531
P08254	4314
Q8NGI9	219981
P43234	1519
Q9BV47	78986
P49327	2194
Q15742	4665
P62191	5700
P25021	3274
Q5TA45	54973
O95867	80740
P51153	5872
P35557	2645
P33778	3018
Q52WX2	388228
Q9NP77	29101
Q6UXZ4	137970
Q5EB52	4232
P26196	1656
Q9BXK1	83855
Q9H7X3	79943
Q9Y6N1	1353
Q9BVP2	26354
Q9UIV1	29883
Q9Y5R6	1761
Q92835	3635
Q8WXG9	84059
A8MQT2	440270
O95363	10667
O95484	9080
Q9H9V9	65094
O75128	23242
A1A5B4	338440
Q05586	2902
Q14761	5790
Q3B7T1	26098
P61970	10204
P35579	4627
O60508	51362
P32247	680
P05120	5055
O75631	7380
Q6UXV0	389400
Q96HB5	90060
P10643	730
P22692	3487
Q4G0W2	285193
Q96T52	83943
Q9UBR2	1522
O15400	8417
P35442	7058
O15553	4210
Q8TAK5	126626
Q9UBF2	26958
Q5SRH9	22996
Q8IYA8	339834
Q9H0E3	79595
Q8TBE9	140838
P49640	2128
Q9NQT6	29999
P21217	2525
Q9UNY4	8458
P47881	4994
O76095	10899
Q96LD8	123228
O94827	57449
Q9NYV8	50840
P22749	10578
O95295	23557
Q9UJA3	84515
Q5VT52	23248
P17302	2697
Q8WYQ5	54487
O43791	8405
Q9UI08	51466
Q2QGD7	79364
Q5T7N3	163782
Q16181	989
P13489	6050
Q5VUJ9	84288
Q9H222	64240
Q5GAN4	493901
Q96RG2	23178
Q96HS1	192111
P57105	55333
Q96QT6	57649
P80404	18
Q05639	1917
P22460	3741
Q9BYC5	2530
Q16620	4915
Q5JYT7	85449
Q8WWZ3	128178
Q8NGL4	390142
Q9Y608	9209
Q9Y262	51386
Q8IWB1	85450
Q9H9P5	64718
C9JN71	729747
Q9NWM8	55033
P19404	4729
Q5TA76	353142
P05166	5096
Q9NZT1	51806
Q9BZM4	79465
P30101	2923
Q9Y2L6	23150
O00591	2568
P0DP23	801
P0DP23	805
P0DP23	808
Q92819	3037
Q2VPK5	348180
Q96F25	199857
Q8N365	148523
O15143	10095
P23381	7453
Q8WYN3	80034
Q96EG1	22901
Q9H9S4	81617
Q9ULU4	23613
Q8NGY3	391114
Q9Y3B7	65003
Q5VZB9	63951
P60002	84337
Q96KN8	117245
Q01094	1869
Q9HAW4	63967
Q8N1I0	9732
Q8NCI6	112937
Q8NEZ4	58508
Q9Y2F9	22903
O43719	27336
O00587	4242
P01034	1471
P68871	3043
P41586	117
Q14CN2	22802
E9PQ53	100532726
A6PVS8	127255
Q92618	9658
Q15059	8019
Q5PT55	347051
Q9BX68	84681
Q86YB7	55268
Q8N7B6	133015
Q58HT5	158833
Q13144	8893
Q8N1V2	146845
Q9H4D5	56000
P08138	4804
Q9ULT6	84133
Q9UHY7	58478
O14836	23495
Q8WTS1	51099
O00624	10246
P61964	11091
Q16635	6901
Q9UPQ4	23087
Q9H8W3	63877
O00311	8317
Q8IUA7	10350
P04629	4914
O15204	27299
Q8NGS2	26740
P15428	3248
P33764	6274
Q96FX7	115708
O95918	7932
Q96Q07	114781
Q9BT56	80763
Q8NDX5	80012
Q03188	1060
Q6U736	221391
Q9NRA0	56848
Q5T6F2	55833
Q9BQE4	55829
Q15828	1474
Q8WUN7	92181
Q14141	23157
P07339	1509
Q9Y619	10166
Q9NX70	55588
Q9P270	57606
Q96S90	388695
P11310	34
P56470	3960
P28799	2896
Q9HA65	79735
A4FU01	10903
Q9UJV8	29942
P52739	7690
Q8N653	8216
Q5KU26	81035
Q9Y6G5	51397
P62942	2280
Q9UQ13	8036
Q96M94	80311
Q17RB8	91694
Q76M96	151887
Q14549	2636
Q96DZ9	116173
Q8N3Y7	195814
Q9BW11	83463
O75373	100129842
Q8WVL7	54851
Q58F21	676
Q9HAR2	23284
P54802	4669
Q969T3	90203
P78357	8506
Q12899	7726
P19087	2780
Q14344	10672
Q13332	5802
Q8NH54	390083
Q9UPT5	23265
Q9C029	81786
Q9UNN5	11124
Q9H201	55040
Q6GPI1	440387
Q9BSV6	79042
Q8NEK8	169966
Q9NTJ5	22908
Q5MJ09	139067
Q15699	8092
O43916	8534
Q6ZNA1	162962
Q969X1	64114
Q96AG3	91137
Q9H892	54970
R4GMX3	100532731
P12074	1337
Q96JG6	55610
Q5XG87	11044
Q8N729	283869
Q9H2M3	23743
Q8NH70	81327
O75717	11169
Q969S6	94107
Q9HAV0	59345
Q6TFL3	203238
Q8N205	163183
O95497	8876
Q9UGV2	57446
O60814	85236
Q9H0H5	29127
Q9NRJ5	56903
P60328	386683
Q14197	3396
Q2TAL8	54870
Q15155	23420
Q8IWX8	10523
Q8IYK4	23127
P48995	7220
Q8N6M9	90637
Q8NA92	199745
Q9UKV5	267
P13693	7178
Q5VW22	414189
Q9P2B4	55917
A0A0B4J1V8	692312
Q68BL8	25903
Q8IY85	124989
Q5BJF6	4957
Q9NQZ5	56910
Q8N5K1	493856
O00585	6366
P14621	98
Q9Y5K3	9468
Q9UFE4	339829
Q96C12	79798
Q13643	2275
Q6XR72	55532
P21781	2252
P55087	361
Q7L4S7	54470
Q9BZJ0	51340
P61313	6138
P52888	7064
Q14767	4053
Q13610	11137
Q49SQ1	2856
P05160	2165
Q9Y463	9149
Q96BQ5	133957
Q9GZS0	64446
Q70IA6	81532
Q96GE4	90799
Q8N139	23460
O75152	9877
Q5C9Z4	64434
P0C5Z0	474381
P0C5Z0	83740
O43304	9717
O43164	9867
Q9Y2R9	51081
Q16670	7741
O15164	8805
Q9NZU0	23767
P48728	275
Q13474	1821
O43709	114049
Q8N2W9	51588
Q96B49	100188893
Q9NUA8	9923
Q6GQQ9	56957
Q14584	10781
Q8TB22	64847
Q9UK41	51160
Q9BWT3	64895
Q9UMF0	7087
O00341	6512
Q9P2M7	57530
O15527	4968
Q5T215	100128327
P05496	516
P16219	35
Q99643	6391
Q9BTV7	81928
Q6ULP2	54812
P16035	7077
Q96DR5	140683
Q9H4P4	10193
Q86V24	79602
Q969G6	55312
Q9ULK0	2894
Q96PM5	25898
Q93074	9968
Q12986	4799
P52594	3267
Q8NCN2	403341
P78563	104
Q9ULA0	23549
O00194	5874
Q96DX4	89970
Q14654	3767
Q14656	8269
Q9HBG7	4063
P36537	7365
Q6H3X3	353091
Q8IY95	201931
Q5JUK9	139793
O60907	6907
P16410	1493
Q8TAD8	79753
Q8IXW0	256329
O60637	10099
Q9BYM8	10616
Q8WV19	113402
P40617	10124
Q9UBK2	10891
Q1W4C9	153218
Q9UGM3	1755
P50607	7275
P32927	1439
O60613	9403
Q8WV28	29760
Q9BQA1	79084
Q7Z2W7	79054
Q96QD8	54407
O43286	9334
O94874	23376
Q9NUH8	81853
P11441	8266
Q5BJH2	85013
Q9Y2W7	30818
P09758	4070
Q9BXI9	114904
P45877	5480
P23246	6421
Q7Z408	114784
P04279	6406
P49792	5903
Q9UIH9	28999
Q6MZT1	401190
P62318	6634
Q13522	5502
Q99958	2303
Q8WZ74	83992
Q86XP1	160851
P22694	5567
O75179	26057
Q9GZV3	60482
O15397	10526
Q96M83	79741
Q96PZ0	54517
Q9NS85	56934
Q9NP62	8521
Q8N335	23171
Q8N5X7	317649
P38606	523
Q96JP0	56929
Q8WUS8	93517
P35221	1495
Q9H1I8	84164
O15230	3911
O60232	10534
Q8NGP0	283092
Q9H6F5	79080
Q9BQR3	83886
P02549	6708
Q9P015	29088
Q496A3	221409
Q13158	8772
Q6P9G4	201799
Q9UKR5	11161
Q96GA7	113675
O60725	23463
Q8N7N1	85002
O00499	274
O60656	54600
A6NHJ4	344787
Q9NUT2	11194
O14520	364
Q16513	5586
Q8IYU2	57531
Q8IWL8	246744
P13521	7857
Q9H1K1	23479
Q96M69	136332
Q86WI1	93035
Q9BY89	85379
Q8NH67	143502
Q13823	29889
A6NE52	340390
O14569	11068
Q0D2K0	348938
Q9NRH2	54861
Q9ULE0	55841
Q9UBG0	9902
Q5VVQ6	55432
Q9UHQ7	51186
O60911	1515
Q16637	6606
Q16637	6607
Q8IWF9	220047
Q8WXF3	117579
P51798	1186
Q8IZ69	27037
O00221	4794
Q96CX6	116064
Q9H3R0	23081
Q6ZW61	166379
O15117	2533
Q8NGE9	219957
Q8IWU5	55959
Q06265	5393
Q96DA2	116442
Q16539	1432
Q13085	31
O14920	3551
Q9BRQ8	84883
Q12756	547
Q8TAQ5	147923
Q5VV67	23082
Q9BR76	57175
Q13201	22915
P54886	5832
Q8IY37	57647
Q86XT9	124446
Q8TF76	83903
Q96PE7	84693
Q9GZM6	283160
Q15418	6195
Q6PJG6	221927
Q9Y586	10586
Q9HB29	8808
Q6ISS4	3904
P25105	5724
A3KN83	55206
Q9HCE9	57719
Q7Z7E8	55585
P06340	3111
Q3SY56	80320
P60059	23480
Q9NYR8	50700
Q86TB9	219988
O14773	1200
P25788	5684
Q92800	2145
O43633	27243
Q8N944	205147
O14514	575
P40429	23521
P14672	6517
Q5JRX3	10531
Q8IU60	167227
O60493	8724
Q96N22	148213
Q9UBP0	6683
C9JVI0	100287178
Q9HBW9	64123
O60522	221400
Q6UWS5	100303755
Q14980	4926
P21741	4192
P07998	6035
Q9BWU1	23097
Q8IYA7	283078
Q99578	6014
P21580	7128
Q96GA3	84946
Q9UHE8	26872
Q2VY69	342909
Q8NCE0	80746
O60341	23028
Q7Z3I7	137209
Q6ICG6	23313
P42261	2890
O95631	9423
Q53R41	79675
Q6ZVW7	400935
Q5VZK9	55604
Q9P0N8	51257
Q9H930	93349
Q8N594	84954
P38159	27316
Q9UP52	7036
O43555	2797
Q9NX52	54933
P12429	306
Q9NS18	51022
Q9UHH9	51447
Q9UJT1	51174
Q9NVM9	55726
Q9P107	51291
Q9UIJ5	51201
Q96SE7	84671
Q86XD8	93550
Q9H903	441024
Q8N6T0	79703
Q6JEL2	317719
Q8NGR3	392392
P63151	5520
Q9BXW7	27440
O95498	8875
O43665	6001
O43895	7512
O95935	9096
P17342	4883
Q13641	7162
O00421	9034
A6NMX2	253314
P19113	3067
O43310	9811
Q96S16	339123
Q8N0Z2	137735
Q12791	3778
Q96CG3	92610
P35125	9098
Q96DR8	118430
Q9NV29	55273
O15226	55922
Q9UJW0	51164
Q8WW43	83464
Q96NN9	150209
P34130	4909
Q9UDW1	29796
P0DJI8	6288
Q504Y3	152098
Q5JSJ4	203522
Q9NSE4	55699
A1KXE4	130074
Q6PJP8	9937
Q86UP9	375612
O75683	6838
Q6ZMC9	284266
P98077	25759
P17752	7166
P78332	10180
O60315	9839
Q9BSF8	84280
Q9NVV0	55151
Q8IYK8	161253
O75526	27288
Q4G0X4	283219
Q9UF11	58473
Q8N2Z9	100526739
Q8N2Z9	378708
Q86UZ6	140685
Q6UW56	51374
Q9HCI5	57692
Q96J87	60677
Q6PF04	79898
P35749	4629
P06734	2208
Q6WKZ4	80223
Q7Z4V5	84717
Q9BT78	51138
O76031	10845
P18283	2877
Q9ULR3	57460
Q14512	9982
Q9NZR1	29767
Q9Y5J1	51096
Q99788	1240
Q6IBW4	29781
Q8N143	255877
Q14353	2593
P07195	3945
Q9BYG4	84552
Q96A04	128229
Q99536	10493
Q9NUM4	54664
Q9UKE5	23043
Q05469	3991
Q9UKZ1	55571
Q9NY97	10678
Q9GZU7	58190
P54855	7366
Q9H6E4	79879
P05937	793
Q86XZ4	65244
Q9Y592	51134
Q8N428	57452
P17516	1109
O43426	8867
O43159	23378
Q8N766	23065
Q9UQ74	440533
Q9HC16	60489
Q9H2A7	58191
Q8WVC6	79877
Q99583	4335
Q13547	3065
P58658	59271
P04632	826
Q9UKL2	23538
P39023	6122
P29692	1936
Q9H4Y5	119391
Q6UW02	57404
P29622	5267
Q96LD4	91107
Q8NGC3	26534
Q9H1C3	83468
Q9HAH7	64319
O15455	7098
Q9NZJ5	9451
O00268	6874
Q5TGU0	222642
Q96BP2	118487
Q9BYJ4	53840
Q13242	8683
Q8IZT9	171484
Q6ZMW3	400954
Q8TCY9	55665
Q86YV0	64926
Q9HCU0	57124
Q9Y5I4	56134
Q9NPB1	56953
Q02556	3394
O95969	10647
Q8WXG6	8567
O00469	5352
P14653	3211
Q9H777	55520
P35711	6660
P09341	2919
P49902	22978
Q9NQ92	55352
Q02643	2692
Q969P0	93185
Q13905	2889
Q01814	491
Q9UKR3	26085
Q6UW32	374918
P51681	1234
P32754	3242
Q12901	7711
Q9UK17	3752
Q9NZC3	51573
Q9BY71	81543
Q9UNL2	6747
Q32P51	144983
Q9UPN9	51592
Q96DH6	124540
P01213	5173
Q92828	7464
P42226	6778
Q8IVN3	389125
P15692	7422
Q8NF37	79888
Q02446	6671
Q8TC71	132671
O95562	375035
A8MTL9	284293
Q96MB7	283254
Q14186	7027
A6NML5	389177
Q03468	2074
Q15750	10454
Q96KR7	116154
A1L188	284184
A0A087X179	102723859
P81877	23635
P18848	468
Q7Z6G8	56899
Q9UBE8	51701
Q9UBS4	51726
P20290	689
Q96D15	57333
Q8NGC4	26533
Q9HCS7	56949
Q6UB35	25902
Q9BU20	79363
P58397	81792
Q96NY7	54102
P56706	7477
Q14966	27332
Q8N9F7	284161
Q9Y5X4	10002
Q8N9F8	285676
Q9H0S4	51202
Q9H7C4	81493
Q9UBU7	10926
Q68CK6	348158
Q9UBC9	6707
Q8NGQ4	219960
Q8NCW5	128240
Q12974	8073
Q9NS39	105
Q8WVF2	221044
Q96DT5	8701
O14939	5338
Q9NXR5	55608
P00395	4512
P17612	5566
I1YAP6	390231
Q9H902	65055
P52736	7692
Q9UGM6	10352
Q9BUJ2	11100
O75052	9722
Q9UHY1	29959
Q9NYQ6	9620
Q9NZJ0	51514
Q96CQ1	55186
Q8N573	55074
P36954	5438
Q5T3U5	89845
Q8NFL0	93010
Q8NH41	81127
O60671	5810
Q8N2N9	57730
Q8N755	130814
Q9UN73	56142
Q9BXJ8	83862
Q6DHY5	101060321
A6NFA1	388630
P25398	6206
Q9H0C1	84217
Q99453	8929
Q02750	5604
P10589	7025
P11137	4133
O94855	9871
Q9NTI2	51761
O60449	100526664
O60449	4065
O75177	26039
P20073	310
Q9Y581	11172
P35247	6441
Q96F46	23765
O43567	11342
Q9NS86	55915
Q96NT3	83606
Q8N122	57521
O75783	9028
Q9Y3C7	51003
P83859	347148
Q9ULQ0	57464
Q8WTQ7	131890
O95994	10551
P19474	6737
P50613	1022
P47989	7498
Q8NB59	255928
Q00587	11135
Q9UNX9	3770
Q96RD6	56666
P32455	2633
P41238	339
Q8N1A6	132321
Q96DA0	124220
Q6UWH6	113419
O43556	8910
P23760	5077
Q96MF6	93058
Q8NE63	147746
Q8NGG8	390271
O95716	9545
Q99665	3595
P10074	3104
Q06643	4050
P60329	386684
P78527	5591
Q92772	8999
Q9NRJ3	56477
Q8N5I9	121053
Q96NG8	147948
O75815	8412
P05177	1544
Q99616	6357
O43255	6478
Q9NPA8	56943
P50747	3141
Q01064	5153
Q9ULP9	57465
Q8TD08	225689
Q9UBJ2	225
Q8WV60	79810
P49588	16
Q8TCY5	56246
Q8IXH6	58476
Q16825	11099
O75689	11033
O75360	5626
Q9NRW3	27350
P41182	604
P78312	8603
O43765	6449
Q8TDI0	26038
Q02809	5351
Q69YN4	25962
Q9H5H4	79724
P68133	58
Q9NYD6	3226
Q96AQ9	348487
Q9BSW2	84766
Q6MZM0	341208
Q9H596	63904
Q9BR39	57158
Q9H7B4	64754
Q96NC0	153527
Q6V0I7	79633
Q96IZ0	5074
Q96T92	84684
O94819	9920
P30040	10961
P35609	88
Q6UXN8	283420
Q401N2	353174
Q92917	27238
Q4G112	124535
P25063	100133941
Q06495	6569
Q99704	1796
Q9UNW8	29933
Q8N3J6	253559
P53621	1314
P27930	7850
Q8IZP6	140432
Q6PCB8	133418
Q86VP6	55832
P10827	7067
Q9BTE6	100885850
Q9BTE6	80755
Q12888	7158
Q7Z410	360200
Q8IYI0	149840
Q969H8	56005
Q99946	80863
Q8TCU6	57580
Q9H2K0	219402
Q7Z6Z7	10075
Q9NZH8	56300
Q96BS2	54997
Q13478	8809
P26640	7407
Q9H340	390058
P03905	4538
Q14442	5283
Q9BXB1	55366
Q9NY56	29991
Q7Z3J2	57020
P54577	8565
P0DPH7	7278
Q9UPY3	23405
Q99437	533
Q9BRK3	54587
P25685	3337
Q9UM00	54499
Q8IYT4	83473
Q9Y696	25932
Q99720	10280
O60783	63931
A3KFT3	127059
P29459	3592
Q9UHL9	9569
A0A0A6YYJ8	100996928
P62328	7114
P09914	3434
P25106	57007
Q8TF68	171017
Q4FZB7	51111
Q8N5A5	84619
Q9NZM5	29997
O43424	2895
P04406	2597
P02788	4057
Q9H497	64222
Q9BXT4	56165
O43610	10251
Q8IZD2	55904
Q8IZU2	116966
P19634	6548
P09496	1211
Q9BUR5	79135
E9PC62	10659
Q8NCU4	57577
P20042	8894
P09871	716
Q9NSP4	79019
Q13003	2899
Q7Z5H3	58504
F5GXT2	100271927
Q9ULS5	57458
Q96AB3	79763
Q8TAV3	54905
Q9NPF5	55929
O75264	284422
Q6ICL3	128989
O43314	23262
Q96SM3	56265
Q9BXJ1	114897
O43896	10749
Q8N2K1	118424
Q8N6F8	155368
Q00577	5813
Q6ZWB6	386617
P13686	54
P15144	290
Q9NPR2	10509
Q8N357	54978
Q9BYQ2	85280
Q8NG98	125958
P53992	9632
O43149	23140
P55286	1006
Q9GZP9	51009
Q9H361	5042
Q9BYD1	28998
P17483	3214
P10632	1558
P26358	1786
Q9Y228	80342
O00570	6656
Q5MCW4	148266
Q92556	9844
O60245	5099
P52952	1482
P06681	717
P51959	900
P81274	29899
Q99676	7738
Q86YC3	375387
Q8IX03	23286
Q96QI5	64711
O14633	26239
O15173	10424
Q13838	7919
P57071	63977
Q9H1B7	64207
Q9NYZ2	51312
Q9UMD9	1308
Q6UWR7	133121
O95487	10427
O76074	8654
P61457	5092
Q8NEU8	55198
Q7Z3B1	257194
P51168	6338
Q9P275	57602
Q9UNU6	1582
P05023	476
P08865	3921
A6NE82	653657
Q9BPZ7	79109
Q3V5L5	146664
Q8IU80	164656
P09105	3049
Q9HA64	79672
O00712	4781
Q8ND24	257160
Q9C005	84661
Q03828	344191
D6RA61	100287513
Q9UKP5	11174
Q0VDG4	79634
Q08881	3702
Q8NG31	57082
Q16517	4826
A6NE02	388419
Q5VWQ8	153090
A0A1W2PQS6	100529239
O15061	23336
Q96LZ3	5535
Q9UKA4	11215
P00167	1528
Q9HD64	653067
Q9HD64	653220
Q9H000	23609
P46736	79184
P28827	5797
Q9ULV0	4645
Q9NYF0	51339
Q8NCA5	25940
Q9NZH7	27177
Q7L5Y1	55556
O43837	3420
O94906	24148
Q9Y6R9	729440
P49788	5918
Q2M3T9	23553
Q9UEE9	10428
P78396	8900
Q5BKY1	376132
P35367	3269
Q9HAB8	79717
Q9H4Q3	59336
P15863	5075
P61019	5862
Q9NZ09	51271
Q9H0N0	84084
Q5VZY2	196051
E9PKD4	100288332
P98171	393
Q9NW61	55111
Q9BUW7	79095
V9GXZ4	100526835
O75751	6581
P36404	402
Q9NRA2	26503
P08123	1278
P03897	4537
Q8NBE8	100526832
Q8NBE8	151230
O95872	7918
Q05048	1477
P51654	2719
Q9P1Y6	57661
P43005	6505
Q9NUD9	55650
Q9NYF5	51306
Q9H2J7	55117
A6NN14	100287226
Q1HG43	90527
R4GMW8	100533467
Q8N0U7	127795
P59047	126206
O15066	9371
P51790	1182
Q7Z3C6	79065
Q8TAQ9	256979
O75896	11334
Q09MP3	729475
Q9NZV6	51734
P49356	100529261
P49356	2342
P48051	3763
Q8NE28	169436
O14544	9306
Q8NBL1	56983
P02774	2638
P55809	5019
Q8NBU5	84896
P55199	8178
Q9UHV9	5202
Q9BXR6	81494
Q8N183	91942
Q9HB58	3431
Q9UQL6	10014
O14735	10423
P43628	3804
Q9UP95	6560
Q9NXJ5	54858
O95166	11337
Q8N8H1	100529240
P62324	694
Q15286	11021
O95976	10261
Q75N03	79872
P63098	5534
Q8TB61	347734
Q9UBH6	9213
Q86VH4	80059
Q9H9L4	54934
O14672	102
P63267	72
Q8IW50	203259
Q16666	3428
Q6VVB1	378884
P01160	4878
Q9P0B6	154467
Q9BXT2	59285
P35575	2538
Q96AJ9	143187
P20800	1907
Q53HL2	55143
Q9Y512	25813
P31323	5577
P55017	6559
P29017	911
E5RJM6	441869
Q96Q45	65062
P22670	5989
P51956	4752
Q7Z2F6	124411
Q9H607	79629
Q8WW52	338094
Q96MH7	375444
Q9H8U3	60685
P08575	5788
O75084	8324
P09488	2944
Q9HCG8	57703
P17480	7343
Q8NG11	81619
Q13084	10573
Q8IY63	154810
B2RXH8	440563
Q9BWE0	29803
P56750	26285
Q15646	8638
A6NGC4	727910
Q7Z3H4	344658
Q99594	7005
Q9BY49	55825
Q68DK2	23503
P51116	9513
Q14896	4607
O75069	9911
P50221	4222
A6NNS2	201140
Q8TDQ1	146722
Q9Y2L9	23143
Q9NSY1	55589
Q86V86	415116
Q96RL6	114132
Q96HU1	27352
P53384	4682
Q86YJ6	55258
P27338	4129
Q7Z5J1	374875
Q8IZU8	92126
Q53GL0	51177
Q9H0L4	23283
Q6ZUM4	201176
Q9BRG1	84313
Q9Y3D3	51021
O43464	27429
P22087	2091
O43815	6801
Q86WA9	284129
Q9BVL2	9818
Q99714	3028
Q9BYJ0	83888
Q9NYY3	10769
Q6NYC1	23210
Q6QHF9	196743
Q99706	3805
Q9UBN4	7223
Q9GZT9	54583
O75362	7764
P36507	5605
Q9UKX3	8735
Q9P2B2	5738
Q9UNK0	9482
O95843	9626
Q8NGS7	138802
Q6NXT6	202018
Q9GZS1	64425
Q6UXI9	255743
Q9H444	128866
P30520	159
P50416	1374
O60673	5980
Q8NDH6	130026
O95400	10421
Q92791	10609
Q96HQ0	79744
Q9GZT8	60491
P0DMV8	3303
P0DMV8	3304
Q9P2D7	25981
P0C7T5	342371
Q9NZI5	29841
Q8NEP7	126823
A6NDI0	283116
O95297	9019
Q17RR3	119548
Q8NG76	391195
Q15475	6495
P17024	7568
Q969E3	114131
Q96PE2	9828
Q9BXV9	84520
P08473	4311
Q5TC82	149041
Q8NCW0	79412
Q9BQ04	83759
Q9GZZ1	80218
Q8N271	150696
P55327	7163
Q99470	6388
Q9BUL8	11235
A1L453	339501
P51161	2172
Q96MT7	55779
Q14807	3835
Q8IV56	222171
O75586	10001
O14863	7782
Q03403	7032
Q86YW7	122876
O43516	7456
P27169	5444
Q658P3	55240
Q7Z6E9	5930
P01571	3451
Q8TDB8	144195
Q8TB40	63874
P62333	5706
O43602	1641
Q15075	8411
Q16586	6442
Q6UXX5	347365
Q969Q5	53917
Q6DN12	55784
Q5GAN3	440163
Q5T1M5	23307
P55789	2671
P30622	6249
Q9Y2C2	10090
P60412	386678
Q9BYD6	65008
O60548	2306
P11234	5899
Q15056	7458
Q8NGF6	81341
Q66LE6	55844
Q96C00	221504
P62857	6234
Q10472	2589
O15243	54741
Q9NVC3	55238
Q5T0F9	200014
P60981	11034
Q8NH93	26735
Q14686	23054
Q5H9E4	401612
Q9HCX4	57113
Q06787	2332
Q9H7F0	79572
O95201	7755
Q7Z5L4	219938
P09668	1512
P52758	10247
Q6K0P9	149628
Q9H6B9	79852
Q5SXM2	6621
P0C5Y9	474382
Q52LW3	9411
Q9UBS9	51430
Q8NI38	84807
Q5BKT4	84920
Q8TDW5	94122
Q8WUY3	158471
Q99677	2846
P09923	248
Q8N5J2	55793
Q8N531	26233
Q96LL9	84277
P61201	9318
Q9Y468	26013
Q5JRA6	375056
P29590	5371
P98161	5310
Q9Y2T4	5522
O75718	10491
E9PAS2	155066
Q8IW40	388389
P22362	6346
P20151	3817
Q13118	7071
O76054	23541
Q8TCU5	116443
Q9UBY0	6549
P49842	8859
O43257	10467
Q96TC7	55177
Q02252	4329
P02654	341
Q8TE69	91966
Q13133	10062
Q3KP44	79722
Q9NR28	56616
O43151	200424
P51685	1237
Q05C16	220416
Q9Y255	27166
O75410	6867
Q5D862	388698
Q86U86	55193
Q5JX71	200232
Q13042	8881
Q9BQB4	50964
Q08AH3	123876
Q96HE8	283232
Q8NGD0	441670
Q9UGL1	10765
P20339	5868
Q9HCB6	10418
P50851	987
Q6NUQ4	54867
P12821	1636
Q9UI14	10567
O94925	2744
