From	To
P19961	280
Q02539	3024
Q02388	1294
Q5VXT5	284612
Q7Z4W2	119180
Q9H808	79816
Q96DX5	140462
Q9NQX4	55930
Q9NPC8	10736
Q9BX82	57573
P0CW23	642597
Q9HBV1	64208
Q9UFC0	222229
Q9NRM7	26524
Q9H2P0	23394
Q04900	8763
Q8N9W8	161142
Q5TID7	57821
Q9Y603	51513
Q9BX46	221662
O00222	2918
Q9Y534	27254
Q14938	4784
Q01955	1285
Q9H205	144125
Q99798	50
Q6PI98	125476
Q6PII5	84264
P40199	4680
P10253	2548
P30041	9588
Q9NV92	54602
Q16626	4201
Q67FW5	146712
P18077	6165
Q9NQR4	56954
Q9NZC9	50485
Q9C0E4	80852
Q07065	10970
Q92876	5653
P51575	5023
P11678	8288
Q7Z7H8	124995
Q14126	1829
Q96H12	91283
Q14202	9203
P14678	6628
Q93038	8718
Q9UIW2	5361
Q8WXU2	161582
O75204	55654
Q96N19	56834
Q96AG4	55379
P54764	2043
O60235	9407
Q6ZUX7	10184
Q9Y2K6	10868
Q14684	23076
Q8WWH4	136991
Q13316	1758
Q9H2X9	57468
Q9ULT0	57217
Q16352	9118
Q96BY6	55619
Q9NUQ9	51571
P14373	5987
Q92523	1375
Q9NQH7	63929
A0A0A0MS77	3601
Q8NFP7	170685
Q9Y6W5	10163
Q96E14	116028
O75467	25799
O75381	5195
Q02318	1593
Q9H2Z4	644524
Q8N8G2	245806
P56746	24146
Q16553	4061
Q9UBG3	49860
Q2M2E3	146852
Q9H1X1	221421
Q8NGH3	120775
P10301	6237
P57768	64089
Q7Z388	286148
Q8N163	57805
O75603	9247
Q9Y5H0	56112
Q9Y312	25980
P0C869	100137049
P0C869	8681
Q9P1F3	58527
Q14657	8270
Q13516	10215
P10768	2098
Q9Y2J0	22895
Q8NGM1	81309
Q9P2R7	8803
Q8WY07	84889
O95159	7542
Q6AI12	91369
Q99538	5641
P52788	6611
P14136	2670
Q6GPH4	54739
Q9UK33	51157
Q63HM9	345557
Q495T6	79258
Q9UDT6	7461
Q9Y2J2	23136
Q9NXV2	54442
P05014	3441
Q7KZI7	2011
O75366	10677
P84095	391
Q15973	7678
O60609	2676
O14867	571
Q6ZN44	90249
Q13043	6789
Q7Z3F1	151556
Q8IVL1	89797
Q15041	23204
P11217	5837
Q5JQF8	340529
Q5JQF8	645974
O75448	9862
Q9UPN3	23499
Q9Y5A9	51441
P11912	973
P58743	375611
Q9H4I3	80305
P54098	5428
Q9BZJ3	23430
P10153	6036
O60330	26025
Q86VZ4	84918
Q8N5Y2	10943
P82979	84324
P35580	4628
Q8WWX0	140458
Q8WUU5	57798
Q8TC05	56890
Q8NGQ6	219954
P98177	4303
Q96A57	29058
Q9NQ86	55521
O95672	9427
Q658L1	283726
Q8IZJ1	219699
O75934	10286
Q9UM13	10393
Q9Y5P8	28227
Q96EZ8	10445
Q496J9	22987
Q92731	2100
P62253	7326
Q86SG6	284086
Q7Z404	147798
Q9UJW8	7733
Q8IZS8	55799
P34820	656
Q96A19	92922
Q9UBM8	25834
P40337	7428
Q9UKV8	27161
P83876	10907
C9JJH3	100287144
Q2M2I8	22848
Q9H306	64066
O95822	23417
P22557	212
P57060	10069
O00584	8635
P79522	80742
P46821	4131
Q9ULM3	55689
Q8N9L1	84107
Q7L8S5	139562
P29762	1381
Q15842	3764
Q8IWE5	23207
O94966	10869
Q99819	398
A6NI15	343930
Q9Y314	51070
Q8NHH9	64225
Q6BDI9	387849
P49590	23438
A6NDL8	403284
P20648	495
P84085	381
Q8NI99	83854
Q53HC5	55295
Q9HCI6	57691
P84022	4088
Q8NEY4	245973
Q15776	7745
P49675	6770
O43752	10228
Q96FK6	112840
Q9Y5M8	58477
Q6UW78	790955
P43115	5733
Q99941	1388
Q16763	27338
Q8WZ59	147744
Q9NZ53	50512
Q7Z3E1	25976
Q9UIG8	28232
Q96EX1	113444
Q92546	9827
Q9UK39	25819
P57738	6988
Q8NEV1	283106
O75691	27340
P35716	6664
P20783	4908
P02743	325
Q99666	729540
Q99666	84220
Q9UHA2	51188
Q09161	4686
Q6ZP29	54896
Q05707	7373
Q92843	599
Q8WW62	146456
Q15238	5673
O75829	11061
Q01101	3642
Q9H7Z6	84148
Q9H0R6	55278
O95343	6496
Q6ZSG1	494470
Q99871	55559
O75563	8935
P54851	2013
Q14714	8082
Q96NA8	203062
Q8WTV0	949
Q9NXF7	54876
P10147	6348
P10323	49
Q7L5D6	51608
P78545	1999
A6NDH6	403274
Q13938	828
Q9H8X9	79844
P19883	10468
Q9UJZ1	30968
Q8N957	162282
Q9UKQ9	284366
Q9BVG4	51260
Q14207	4863
Q8TE23	80834
O95081	3268
Q00169	5306
Q9H9S3	55176
Q16236	4780
Q9P2N6	55683
Q8WUB8	55274
Q9Y2R4	11056
Q7RTX1	80835
Q96E40	11092
O14522	11122
Q9NQ35	56675
P29536	25802
O75764	6920
O15321	10548
P19013	3851
Q9Y2L1	22894
Q9Y5E3	56130
O95158	11247
Q14626	3590
O75116	9475
Q9NYF8	9774
Q06587	6015
Q9UIC8	51451
Q96HE7	30001
Q8N9W6	66037
Q16552	3605
P80162	6372
Q8IUG5	84700
P02795	4502
Q9NZ72	50861
Q59EK9	10900
Q495A1	201633
P35556	2201
A6NHR9	23347
Q96LB8	57115
Q6P3S1	163486
P07910	3183
O76038	10590
Q68CR1	23231
P17987	6950
Q86W54	202051
P02689	5375
Q15413	6263
Q96QZ0	116337
P52657	2958
Q6ZVD8	23035
Q6XUX3	25778
Q8N349	284521
P46094	2829
Q9Y275	10673
Q8IVV8	128414
P02655	344
O76041	10529
Q9H2G4	64061
O75638	30848
Q8N283	148741
Q96EQ8	54941
Q6UWP2	79154
Q8TD33	147199
Q8TD33	653486
Q49AN0	1408
Q96T91	170589
Q9Y473	7728
Q99496	6045
Q9H8P0	79644
P14384	1368
Q9UBV7	11285
O75475	11168
Q86UU9	255061
Q8TC29	219670
Q7LFL8	51523
P43320	1415
O14977	51582
P0CG20	146325
O94979	22872
O75382	10612
O14893	8487
Q9BZM5	80328
Q15436	10484
A7E2V4	23053
Q9UQM7	815
O14829	5475
Q9H765	140461
Q8IZF2	221395
Q8TD31	54535
Q9UBI6	55970
P48201	518
A6NNB3	387733
O14613	10435
Q9Y3L5	57826
A0A2R8YED2	731220
P00742	2159
P08590	4634
Q86VY4	85453
Q13231	1118
Q9NQ36	57758
Q86U06	55147
P21926	928
Q9H8J5	54682
O43435	6899
Q15843	4738
Q05682	800
Q5T0B9	149076
Q9UKR0	43849
Q96MM3	132625
Q9NQT4	56915
Q9UPP1	23133
Q9BW85	55702
P07947	7525
O95352	10533
Q99700	6311
Q96T58	23013
O15287	2189
Q15398	9787
P26715	3821
Q9UN88	55879
Q5SW79	9859
Q9BWC9	29903
O15467	6360
Q9BZF9	55075
A0AVK6	79733
Q9UI32	27165
P52895	1646
P20930	2312
P04179	6648
P28908	943
Q3LI66	337967
Q96JX3	84947
P20839	3614
Q13361	8076
O15235	6183
Q13315	472
Q9C0K3	653857
Q96KC2	221079
P20382	5367
Q9BRK5	51150
Q13753	3918
Q99836	4615
Q8IWT1	6330
Q04760	2739
O75123	9831
Q8TEY5	148327
Q9BYW3	81623
Q96C03	125170
Q9H4H8	81610
Q6YBV0	120103
Q9UI26	51194
Q9UBG7	11317
Q15345	10489
Q08462	108
Q5H9I0	51270
O43157	5364
O43474	9314
Q9UBF1	51438
Q96KN1	157638
Q8TEJ3	344558
E9PRG8	102288414
P16402	3007
Q8IW45	55739
Q92636	8439
Q9BZE2	83480
Q5SZD1	135398
Q15018	23172
Q96GX5	84930
Q9NV72	55762
Q8NGZ5	81470
Q12788	10607
P51659	3295
Q8IWY8	146050
P42338	5291
Q96A46	81894
A2PYH4	164045
Q6ZWJ1	252983
Q5T5P2	56243
Q15907	9230
Q6PK18	79701
O15047	9739
Q9NZF1	51316
Q9H8E8	57325
Q8N1B3	92002
O15381	4931
P61086	3093
Q15035	9697
O14625	6373
P62312	11157
Q8IZL8	27043
Q9H845	28976
Q9H0M4	55063
P52907	829
Q96D03	115265
P82650	56945
P40616	400
O60716	1500
A2RU49	123688
Q8WXT5	349334
Q9NS00	56913
Q5MJ08	441525
Q00056	3201
P05413	2170
Q99986	7443
A6NMD2	653073
Q9Y289	8884
Q5T4T6	221711
Q6NUM9	54884
Q12952	2300
Q92622	9711
Q96S55	56897
Q8TDU6	151306
Q13347	8668
A6NKB5	80003
O00148	10212
Q9NZ01	9524
P10599	7295
Q8NAN2	374986
O94768	9262
P30203	923
Q13445	11018
Q10713	23203
Q14003	3748
P26678	5350
P40200	10225
O14495	8613
Q8N9I5	283985
Q8NFU7	80312
Q9BZQ4	23057
Q15437	10483
Q92738	9712
Q9Y291	51650
Q9BRR6	83440
Q9H1M3	140881
Q8IWI9	23269
Q02742	2650
O75593	8928
Q5JSS6	644890
Q99571	5025
Q5T5A4	127003
Q5T7W7	158427
Q9BZ95	54904
Q14839	1108
Q70EK9	158880
Q8IXH7	51497
Q9UJJ7	113000
Q68DL7	644041
Q10570	29894
Q9BXA9	27164
O15231	7739
Q8TCN5	22847
Q9NYV9	50838
Q8N8N0	220441
Q9H0W9	28970
Q8IXQ5	55975
Q86W26	338322
Q9NX14	54539
A4D1E9	85865
P31213	6716
Q8NCN4	254225
Q86XX4	80144
Q8TDW7	120114
Q9UGN5	10038
P05976	4632
P49419	501
Q96GT9	9502
Q9BZL3	85027
P41273	8744
A6NNT2	342346
P18031	5770
Q14894	1428
Q8NGZ9	127069
Q8WU58	55731
Q8IWB4	26165
P26006	3675
Q9NRL3	29888
P51523	7637
Q6IF63	120787
Q6WBX8	144715
Q8N6F7	257144
P81133	6492
Q8NE00	54868
Q7Z7G8	157680
Q9NWW0	54985
P98187	11283
Q96T23	51773
Q3KNS1	374308
Q9NTX5	55862
P28329	1103
Q14691	9837
P49771	2323
Q6P9F5	135644
Q9NQ94	29974
Q02878	6128
Q96HH4	92691
Q9UBS8	9604
Q9NXK8	54850
Q9ULI0	54454
Q8TDN6	55299
P54619	5571
O15460	8974
O14656	1861
Q96RU8	10221
Q5SZB4	375759
Q8N6S4	81573
Q9H0M0	11059
Q8WU79	64744
Q9H0D2	84215
P54289	781
Q9UHQ9	51706
Q6ZNM6	389320
Q7RTU3	167826
P15169	1369
Q14CN4	140807
Q17RY0	80315
O75439	9512
P26651	7538
O95718	2103
Q8WVV9	92906
Q9NVU0	55718
P31249	3232
P54821	5396
O60287	9875
O95661	9077
Q5JUQ0	286336
Q4LDE5	79987
O43731	11015
Q9P227	57636
O95620	11062
Q15051	9657
Q14699	23180
Q9P2Z0	56906
Q13239	6503
Q9BQE6	79081
Q9NZH6	27178
Q8IZX4	138474
Q15118	5163
Q9GZN0	54112
Q8WTT0	170482
Q8IZS6	6991
P00797	5972
P07814	2058
Q8NGH9	390081
Q8TEA1	221078
O43745	63928
Q8IZ40	283248
Q99880	8340
Q8WVZ7	168433
Q8N6V9	374618
Q96IU4	84836
Q13651	3587
P78415	79191
Q13214	7869
Q96HZ4	55502
Q6ZWK6	389208
Q92905	10987
O60678	10196
Q9C0B1	79068
Q86UN6	158798
Q9NR30	9188
Q92781	5959
E5RJF8	1070
Q92686	4900
Q13554	816
O60645	11336
Q6ISU1	171558
Q6UWJ1	55002
Q96N64	114825
Q96DI7	9410
Q504Y2	91461
P42224	6772
Q9NQN1	56656
Q96I27	90589
P28907	952
Q9H106	128646
Q8N806	55148
Q9HAU8	57140
P57103	6547
Q9H254	57731
Q9H7Y0	79742
Q15165	5445
Q9UBC3	1789
Q96Q27	51676
Q96J01	84321
Q8NFH3	348995
Q9HBH7	55859
P07225	5627
Q96P31	115352
Q9NUM3	55334
Q9NU02	63926
P42681	7294
Q5BN46	138162
Q8N883	80110
Q99733	4676
Q9BV90	79622
Q68DD2	255189
P42830	6374
O95968	10648
P49418	273
Q9Y3D6	51024
P21549	189
Q9UQ49	10825
P04808	6013
Q4G0G5	284402
Q16665	3091
O94769	1842
Q9Y251	10855
Q9NYV4	51755
Q8TAQ2	6601
Q13227	2874
O60500	4868
P28482	5594
Q8WV37	147657
Q8NH87	390174
Q8TC92	55068
O00257	8535
O95428	89932
Q9HBI6	57834
P10176	1351
Q9UEW3	8685
P23610	474383
P23610	474384
P23610	8263
P33897	215
Q38SD2	79705
P78337	5307
Q9P0K7	26064
Q9H255	81285
Q9Y661	9951
Q8N165	149420
Q4VNC0	344905
Q8N684	79869
A5YKK6	23019
Q6ZMV9	221458
Q86UY5	84985
P35212	2701
P42704	10128
Q9UC06	7621
Q8NGS0	138883
Q7Z412	55670
Q96QC0	5514
O14733	5609
Q8WXS4	140738
Q9UQF0	30816
P10144	3002
A8K7I4	1179
Q07864	5426
Q9UHJ3	51460
Q96JH7	80124
Q0D2K2	377007
Q9BYX4	64135
Q96CW1	1173
Q9BV68	55658
Q6T4P5	79948
Q9BSA4	94015
Q6GTS8	148811
P0C0S8	8329
P0C0S8	8330
P0C0S8	8332
P0C0S8	8336
P0C0S8	8969
Q9UQC2	9846
Q9Y6V0	27445
Q12830	2186
P06703	6277
Q02447	6670
O15144	10109
P52701	2956
P55056	346
Q86VR2	162427
Q02779	4294
P25325	4357
Q8NHC4	127385
P48449	4047
P48634	7916
O75695	6102
O14792	9957
Q9HBR0	124565
O94762	9400
Q96DE0	131870
Q8NFZ5	79155
Q6L8G9	440023
Q9BSE2	84283
O43808	10478
Q7L590	55388
Q9NQR9	57818
Q13642	2273
Q6W4X9	4588
Q8TAC2	126119
P10515	1737
P17735	6898
P42685	2444
Q6H9L7	145501
Q9Y240	6320
Q9BRR3	84302
P49411	7284
Q8N7J2	219287
P62917	6132
P01584	3553
Q9Y5F3	29930
Q8NHJ6	11006
Q86VP1	8887
Q9H190	27111
Q96JG8	728239
Q96JG8	81557
O15118	4864
O15247	1193
O75427	4034
Q9UPX0	22997
P21589	4907
Q9H3H1	54802
Q9UBQ7	9380
P41217	4345
P14416	1813
Q8IZD0	201191
P51649	7915
Q93086	5026
Q8IWZ4	79097
O14841	26873
Q6ZMY9	340385
Q5TA77	353143
Q96FE5	84894
Q96S42	4838
Q8IZW8	84951
P56945	9564
Q15833	6813
A2RU14	219854
Q3SY00	254187
P22830	2235
Q86YQ8	144402
P60006	25906
Q9UHF1	51162
Q9HBH1	64146
Q71F23	79682
P33908	4121
P85299	55615
P49593	9647
O15127	10066
P78406	8480
O95379	25816
P02100	3046
Q86VS3	64799
Q92954	10216
Q96J77	89882
P21941	4146
Q9UL62	7224
P50914	9045
Q9BU19	55657
Q5T8I9	113802
Q15029	9343
Q9NR71	56624
P62979	6233
Q9BUF7	92359
O76075	1677
Q6ZSM3	387700
O43809	11051
P52732	3832
Q8WZA9	126298
Q9NZ45	55847
Q8NHQ8	11228
Q6ICC9	84247
Q9HBX9	59350
P04000	5956
P47813	1964
Q9UJT0	51175
O60393	135935
Q6DN90	9922
Q86W67	653140
Q9P0L9	9033
O60583	905
Q8TEW8	117583
Q5UAW9	80045
Q15526	6834
Q9H1K0	64145
P51151	9367
Q9H7M6	65249
Q68D42	401498
P15408	2355
Q8TE85	57822
Q5VZ18	126669
F8WCM5	723961
Q96NE9	122786
Q9Y543	54626
O43184	8038
P05154	5104
P13994	81576
Q8N6D5	147463
Q96EB6	23411
Q13835	5317
Q3B7S5	284274
A2AJT9	256643
Q9P1Z9	100499483
A6NCC3	728047
P34925	6259
P30085	51727
Q9NZU5	29995
P46092	2826
Q96BR1	100533105
Q96BR1	23678
Q6XZB0	149998
Q8TCQ1	55016
Q8WVI7	151242
Q04637	1981
P23497	6672
Q9BQ52	60528
Q86T90	57536
A2A288	340152
Q07092	1307
Q9BWH2	65991
P13805	7138
Q00534	1021
P41597	729230
Q96E11	92399
O14842	2864
A6NJL1	342933
O95747	9943
Q96C36	29920
Q14CZ8	220296
Q9ULC5	51703
Q9BYE0	84667
Q8WTW3	9382
Q9NXH3	54866
Q07837	6519
Q9NQ34	56674
O15041	9723
Q9BZ72	57605
P0CG21	283948
Q49B96	90639
Q8NDX6	283337
Q9NYZ3	51512
Q95460	3140
Q9NP85	7827
Q8N468	148808
Q8IUB2	140686
P12235	291
Q96S06	64788
Q8NGL0	26338
Q86UL3	137964
P20248	890
Q9UK73	10116
O00628	5191
Q7RTT9	222962
Q8NH10	219417
Q9H4Z3	63935
Q9P0W8	55812
Q99542	4327
Q9UKG9	54677
Q9UBE0	10055
Q9P0S2	51241
Q3MIP1	162073
Q7Z6M3	284021
O75038	9651
O43264	9183
Q9Y3P9	23637
Q9BSY4	84269
Q9Y6F6	10335
Q9NNW7	10587
Q86XS8	55819
P02679	2266
Q8TAT5	55247
P40937	5985
O14910	8825
A6NJW4	100505591
P11362	2260
P28356	3235
Q9NZE8	51318
Q6DD88	25923
Q8TEQ0	92017
Q15785	10953
Q96PD4	112744
Q8NB90	166378
Q86YJ5	92979
P02452	1277
Q86WZ6	7770
Q9BYH8	64332
Q9H7N4	58506
Q8N0T1	401466
Q9Y5J6	26515
Q8IYP2	136541
Q13007	11009
Q86Y34	222487
Q96GJ1	79979
P13584	1580
Q13576	10788
P21145	4118
P35250	5982
Q9BXB5	114884
P35219	767
Q9NUL5	55337
P47901	553
Q9BYJ9	54915
Q8NHP7	161829
A8MXV4	390916
Q32M78	374879
O75556	4246
Q5TCY1	84630
P45381	443
O00506	10494
Q9H4E7	50619
O14668	5638
Q08AG7	440145
Q99527	2852
Q8N6H7	84364
Q9H7J1	90673
C9JR72	390594
Q5JTC6	139285
Q13487	6618
A4D1S5	401409
O95256	8807
Q9H6X4	80194
A6NNE9	441061
H3BSY2	653720
Q9NR50	8891
Q9C000	22861
O95831	9131
Q9Y5J5	23612
C9JDP6	644672
Q9Y2B1	10329
Q8WUF8	83989
Q86T96	285671
Q9H160	3622
O43749	4992
Q8IUW5	768211
O15031	23654
Q8NH00	127074
Q9NQ40	113278
Q9NZT2	11054
Q9H0J4	84074
Q2M1K9	23090
Q99675	10668
Q9BXY4	84870
O75808	6650
O95841	9068
Q6PKH6	317749
A1L4K1	123722
H3BMG3	100287482
Q53QV2	81606
O75146	9026
Q86Y46	319101
Q9NX95	55638
O14901	8462
O60496	9046
Q9BRT9	84296
Q5HYK7	152503
Q9BWX5	140628
O75354	955
Q9UBD0	100130086
Q9UBD0	100506164
Q96MU8	83999
Q96KT7	83650
Q5VVM6	728621
P35916	2324
Q9C004	81848
Q8N878	79981
Q5TAQ9	50717
Q9BRH9	90987
Q7Z3S7	93589
Q5VZ03	158046
Q9H270	55823
Q9Y3R0	23426
C9JE40	197135
Q8TDY8	57722
Q14296	10922
O75159	9655
Q99459	988
Q6TDU7	55259
P04271	6285
Q9Y605	93621
P21397	4128
Q96PH6	117285
Q9HCJ1	56172
P62341	51714
P39086	2897
Q13435	10992
Q0Z7S8	646480
P46093	2828
Q7Z5A8	284467
Q9H999	79646
Q9UHC3	9311
P50461	8048
Q9UKJ0	29990
Q9HCU4	1952
Q96IM9	84332
Q9H5Y7	84189
P51888	5549
Q5HYW3	340526
P53667	3984
Q8N782	170958
Q9UMS4	27339
P13569	1080
Q9UKZ4	10178
Q6ZNR0	641649
Q96T60	11284
Q13351	10661
P53004	644
Q8NHX9	219931
Q9H0R3	84065
Q92466	1643
Q9H400	54923
Q9Y4X5	25820
Q9H0R8	23710
O75078	4185
Q01860	5460
Q9NQG5	58490
Q9BRQ5	93129
A0A0A6YYA0	100302736
O00232	5718
P12270	7175
Q00537	5128
P54253	6310
A0PK05	643236
P59537	259289
Q6UX07	147015
Q86V40	129293
Q9HC23	60675
O95772	83930
Q8IV03	286343
Q9Y5P6	29925
Q969J2	387032
Q6ZT12	130507
Q13395	6894
Q9NQ88	57103
O15484	726
A0AUZ9	151050
Q92859	4756
Q8N9R8	286205
P0C870	100137047
Q8TEP8	55125
Q5VYS4	84935
O43248	3227
Q3SY52	284307
O60238	665
P41161	2119
Q96F10	112483
Q9NPJ6	29079
Q9P286	57144
Q8NH74	390093
Q9Y5R4	51409
P12524	4610
Q8NCL4	11226
Q13287	9111
O95503	23466
P04217	1
Q9BSK0	83742
Q99627	10920
Q17RF5	152816
P55884	8662
P19544	7490
Q96EK4	57215
Q9NP50	58516
Q5VUD6	138311
A6ND36	644815
O60706	10060
Q6ZWT7	129642
P0CG30	653689
P60370	386680
Q96FV9	9984
Q8TC12	51109
Q5TBE3	389766
P12277	1152
Q8IWZ6	55212
Q9HAS3	64078
Q92613	9767
Q9NQW1	25956
Q8TBK6	54819
Q96MN2	147945
Q9UJ70	55577
Q6IQ55	146057
Q86YN1	57171
Q9NQ48	54585
P41214	1939
Q9Y3A0	51117
Q86SP6	344758
Q12882	1806
Q9H2T7	64901
A6NER0	84218
P69892	3048
Q9BZF1	114882
Q9NYW5	50832
Q9NRJ7	57717
O60516	8637
Q96QF7	93953
Q709F0	84129
Q9Y2P7	10172
Q92817	2125
Q9BZR9	81603
P21796	7416
Q92522	8971
Q92922	6599
Q9UGB7	55586
P42330	8644
Q9NYA4	9110
Q96FW1	55611
O14795	10497
Q9H5Q4	64216
Q8N339	4499
Q6GV28	338661
Q8IZ96	113540
Q9H9Z2	79727
P62760	7447
P54849	2012
Q8N3I7	129880
Q9HAS0	64149
Q9NQB0	6934
P46937	10413
Q9Y241	25994
Q5VWT5	199920
Q02985	10878
Q6TCH7	152559
P0C6A0	100125288
Q00G26	440503
Q9BZD6	79056
Q8IWL2	653509
Q15615	26689
O60809	343071
Q5SGD2	151742
Q8IXM7	161753
Q96G21	92856
Q9Y5F7	56098
Q8IYM2	55106
P21579	6857
P46976	2992
A6NGR9	642475
Q8NH01	127077
Q13352	23421
Q86UQ4	154664
P78318	3476
Q7Z3T8	9765
P54727	5887
P05162	3957
Q9NNZ3	3338
Q8N1A0	125113
Q71RC9	643008
Q9BZ19	140731
Q9NQT8	23303
Q9BQT8	89874
Q14204	1778
Q15631	7247
P05107	3689
Q99615	7266
Q96C86	28960
Q9NPC6	51778
Q8N257	128312
O95971	11126
Q96F81	84976
Q14119	7716
P51817	5613
Q9C0D6	85462
Q5TAX3	23318
P16885	5336
Q14129	8214
Q16678	1545
Q7Z7K0	152100
P36575	407
O00186	6814
Q8WV48	203260
Q13503	9412
Q13868	23404
O75077	8745
Q60I27	259173
Q9NP64	51538
Q8WW35	255758
Q96QA6	388403
Q14116	3606
Q8IZ07	88455
P56696	9132
Q6NSI8	84542
Q8IYS2	90231
Q96RE7	112939
P17787	1141
O15195	50853
Q14103	3184
P62244	6210
O94964	140710
Q13336	6563
Q6N075	84975
O00626	6367
Q56VL3	132299
Q96PP9	115361
Q9GZY8	56947
O43921	1943
Q6ZVD7	219736
Q15077	5031
Q96B36	84335
Q5BKZ1	284695
Q5JSH3	54521
Q9HBV2	81833
P48742	3975
O95832	9076
Q03701	10153
Q8N6Q8	84190
Q99961	6455
Q15784	4761
P78371	10576
Q13241	3824
P57081	10785
Q8N8R5	205327
O95948	9480
Q8IW93	128272
Q16629	6432
Q8N0X7	23111
Q9NPP4	58484
Q9Y5Y0	28982
Q96RQ3	56922
Q8N239	257240
P15814	3543
Q5H9M0	139221
Q10469	4247
Q8N350	255057
Q7L4I2	65117
Q8NHP8	196463
Q6P995	165215
Q9NZ81	54458
Q9H6A0	79961
A6NJZ3	403282
Q53LP3	65124
Q9NVJ2	55207
Q8NH04	403239
A8MTQ0	344022
Q9NPC7	55892
Q96AY3	60681
Q9H9B1	79813
P21964	1312
O14548	9167
Q9BXY5	84698
Q06432	786
O43374	10156
O95838	9340
Q9UBZ4	27301
B3SHH9	283953
Q9NTI5	23047
P20340	5870
Q8IV63	51231
Q6ZNB6	152518
Q9NX18	54949
Q6ZUJ4	375341
Q5W041	219681
Q9H2F3	80270
Q8TDN7	125981
Q8N9L9	122970
P30411	624
Q8TE59	171019
Q9UNK4	26279
Q9NRG4	56950
Q9Y6G3	28977
Q5GH77	150165
A6NEL2	345079
Q8IXK0	1912
Q68D10	144108
Q96L96	57538
Q9Y5K6	23607
P06850	1392
O75355	956
P52824	1609
Q9NWD8	55069
Q13438	10956
Q8N635	254528
Q8NC60	84273
Q16650	10716
Q8WW24	150483
P56524	9759
Q8TD23	171392
Q3KR16	55200
P46695	8870
Q14728	10227
Q96S82	84993
Q5T653	51069
Q92947	2639
Q99466	4855
P29350	5777
P59538	259290
Q96FE7	113791
Q9BVC3	79075
Q96DV4	64978
Q9UJG1	56180
Q9NPL8	51300
P17658	3742
Q9P0N9	107080638
Q9P0N9	51256
Q969H0	55294
Q92610	9640
P56192	4141
P55290	1012
Q9NZN3	30845
Q86YL7	10630
Q9H8Y8	26003
Q8NGX0	391189
Q12796	10957
Q9H553	85365
Q99735	4258
Q8TB92	54511
Q14451	2886
P32970	970
Q9NZJ4	26278
Q8IWQ3	9024
P33402	2977
Q16659	5597
P30825	6541
P43088	5737
P53675	8218
Q96I76	63906
P00450	1356
Q13322	2887
Q99623	11331
Q9Y6F9	7475
Q96MV8	158866
Q16576	5931
P51813	660
Q8NGY9	391190
P62913	6135
P07686	3074
Q16270	3490
O95967	30008
Q5TCX8	84451
Q96NU7	144193
Q9H2C8	283111
Q14094	10983
Q5U5X0	90624
P07205	5232
P16452	2038
Q9H9H4	79720
Q6ZN06	126017
O43524	2309
Q96J84	55243
Q8NGL9	219428
Q5TA89	388585
Q9HCE7	57154
Q17R89	9912
Q9BXQ6	27439
Q13939	881
P53999	10923
A6NKL6	645369
P51610	3054
P36544	1139
P36544	89832
Q8NAM6	201516
P04439	3105
Q9H5V9	63932
Q9UPP2	440073
Q7L266	80150
Q5SQQ9	11023
Q969T9	23558
Q9P291	51309
Q9NP99	54210
Q9BXU3	56157
A7MD48	84530
Q8NHP6	158747
P22680	1581
Q9H0C8	80895
P41732	7102
Q8IZ26	80778
P57789	54207
Q9UD71	84152
O75110	10079
P48736	5294
P21506	7556
Q96I15	51540
Q96A56	94241
Q8NAP8	728116
Q9Y4K4	11183
Q8N103	117289
Q96RI1	9971
Q7L8A9	22846
O95238	25803
P35790	1119
Q92628	9778
Q14164	9641
Q96D59	138065
Q9UK08	94235
Q15124	5239
P62068	64854
Q86UA1	55015
Q7Z3J3	285190
A8MV24	388381
Q8NG35	245908
Q8NG35	504180
Q9UGP5	27343
Q6ZSS3	285268
D6RB92	389362
P52815	6182
Q9HBG4	50617
P06241	2534
Q86UT8	338657
Q96T54	89822
O15372	8667
O75493	770
O00562	9600
P30530	558
O95741	9362
O15431	1317
Q8WVF5	386618
O60810	400735
Q6S545	23784
Q96E22	116150
O95674	8760
Q6ZN66	163351
Q13409	1781
Q86U17	256394
P60953	998
Q4KWH8	23007
B5MCY1	100129278
P35548	4488
Q5T7M9	388650
P62753	6194
P63104	7534
Q92545	23505
Q9Y2T5	9293
Q8NBS3	83959
Q9BQ13	65987
Q96D71	85021
P02753	5950
Q9H6V9	60526
Q7Z3K6	166968
A5D8T8	348174
Q9BTT4	84246
Q8WZ82	124641
Q9BX10	54676
Q13021	7851
P04732	4493
Q6AI08	63897
Q8N7C7	378925
Q9UBP4	27122
Q9UDX5	51537
Q96IW2	56961
O15480	4114
P07737	5216
Q1KMD3	221092
Q9NXU5	54622
Q14142	9830
Q9GZU0	81688
P20933	175
O60488	2182
Q01432	272
Q02386	7596
Q8NEG2	136288
O60279	26032
Q9Y5Y7	10894
P08709	2155
Q8IUL8	148113
Q9P0M4	27189
Q9UM47	4854
Q9Y5B6	94104
Q9BST9	6242
P15248	3578
Q96GV9	90355
Q8NHS2	137362
Q9UBK7	11159
Q9H0X4	83986
P14867	2554
Q2TBA0	131377
Q9Y4X4	11278
Q7L4E1	84895
O75899	9568
Q8TCT1	162466
A0A096LP55	440567
Q3LI72	337972
Q9Y5Q6	10022
Q96L46	84290
Q330K2	137682
P05164	4353
Q13608	5190
